titulo,data,url,
Capitalismo: uma história de amor,2011-09-26T11:06:52-03:00,https://averdade.org.br/2011/09/capitalismo-uma-historia-de-amor/,
Morre o escritor e comunista português José Saramago,2011-09-26T11:09:13-03:00,https://averdade.org.br/2011/09/morre-o-escritor-e-comunista-portugues-jose-saramago/,
"Norma Rae, um filme sobre a mulher e a luta sindical",2012-02-15T09:14:33-03:00,https://averdade.org.br/2011/09/norma-rae-um-filme-sobre-a-mulher-e-a-luta-sindical/,
Ao Sul da Fronteira,2011-09-26T11:14:10-03:00,https://averdade.org.br/2011/09/ao-sul-da-fronteira/,
Assim foi temperado o aço,2011-09-26T11:16:56-03:00,https://averdade.org.br/2011/09/assim-foi-temperado-o-aco/,
Chico César: “Quero dar minha contribuição”,2012-03-12T19:55:18-03:00,https://averdade.org.br/2011/09/chico-cesar-quero-dar-minha-contribuicao/,
Viva o escritor do povo carioca,2011-09-26T11:23:10-03:00,https://averdade.org.br/2011/09/viva-o-escritor-do-povo-carioca/,
Cidadão Boilesen revela apoio da burguesia brasileira à ditadura,2011-09-26T11:25:55-03:00,https://averdade.org.br/2011/09/cidadao-boilesen-revela-apoio-da-burguesia-brasileira-a-ditadura/,
"Filme Os companheiros, de Mario Monicelli",2013-01-19T16:41:57-03:00,https://averdade.org.br/2011/09/os-companheiros/,
"Jovens, redes sociais e ideologia",2012-02-16T11:56:06-03:00,https://averdade.org.br/2011/09/jovens-redes-sociais-e-ideologia/,
O alcoolismo: doença que enriquece os capitalistas,2012-02-16T10:01:14-03:00,https://averdade.org.br/2011/09/o-alcoolismo-doenca-que-enriquece-os-capitalistas/,
Filme A Onda é incisiva denúncia antifascista,2012-04-23T11:15:51-03:00,https://averdade.org.br/2011/09/filme-a-onda-e-incisiva-denuncia-antifascista/,
Capitalismo quer acabar com cursos de belas artes,2011-09-26T12:55:42-03:00,https://averdade.org.br/2011/09/capitalismo-quer-acabar-com-cursos-de-belas-artes/,
Desemprego aumenta suicídios na Inglaterra,2012-02-18T13:59:47-03:00,https://averdade.org.br/2011/09/desemprego-aumenta-suicidios-na-inglaterra/,
UJR visita Marcelo Rivera,2011-09-26T13:05:38-03:00,https://averdade.org.br/2011/09/ujr-visita-marcelo-rivera/,
Morre Ludo Martens,2011-09-26T13:07:30-03:00,https://averdade.org.br/2011/09/morre-ludo-martens/,
O álcool e a imprensa contra a Revolução Russa,2011-09-26T13:09:42-03:00,https://averdade.org.br/2011/09/o-alcool-e-a-imprensa-contra-a-revolucao-russa/,
Quinze anos debatendo a revolução na América Latina,2012-02-18T20:56:54-03:00,https://averdade.org.br/2011/09/quinze-anos-debatendo-a-revolucao-na-america-latina/,
Juventude ergue barricadas em Londres,2011-09-28T21:24:45-03:00,https://averdade.org.br/2011/09/juventude-ergue-barricadas-em-londres/,
Subsídios a banqueiros e guerras são as causas da gigantesca dívida dos EUA,2012-01-31T09:08:52-03:00,https://averdade.org.br/2011/09/subsidios-a-banqueiros-e-guerras-sao-as-causas-da-gigantesca-divida-dos-eua/,
50 anos da primeira viagem do homem ao espaço,2012-03-08T10:09:27-03:00,https://averdade.org.br/2011/09/50-anos-da-viagem-do-primeiro-homem-ao-espaco/,
Congresso da UNE,2012-02-07T13:28:09-03:00,https://averdade.org.br/2011/09/congresso-da-une/,
Congresso da UNE finda com maior oposição,2012-02-07T13:30:12-03:00,https://averdade.org.br/2011/09/congresso-da-une-finda-com-maior-oposicao/,
É hora de ampliar as lutas estudantis,2011-09-26T13:49:32-03:00,https://averdade.org.br/2011/09/e-hora-de-ampliar-as-lutas-estudantis/,
Ames-BH defende meia-passagem para todos,2011-09-28T21:50:00-03:00,https://averdade.org.br/2011/09/ames-bh-defende-meia-passagem-para-todos/,
Estudantes fundam federação de escolas técnicas,2011-09-26T14:02:57-03:00,https://averdade.org.br/2011/09/estudantes-fundam-federacao-de-escolas-tecnicas/,
Instituições privadas de ensino têm péssima avaliação,2011-09-26T14:04:38-03:00,https://averdade.org.br/2011/09/instituicoes-privadas-de-ensino-tem-pessima-avaliacao/,
Polícia invade casa de lideranças do MLB em Natal,2011-09-26T14:19:16-03:00,https://averdade.org.br/2011/09/policia-invade-casa-de-liderancas-do-mlb-em-natal/,
MLB organiza 600 famílias em Diadema para lutar por moradia digna,2011-09-27T14:05:50-03:00,https://averdade.org.br/2011/09/mlb-organiza-600-familias-em-diadema-para-lutar-por-moradia-digna/,
MLB realiza audiência com o ministro das Cidades,2011-09-26T14:23:38-03:00,https://averdade.org.br/2011/09/mlb-realiza-audiencia-com-o-ministro-das-cidades/,
Desapropriada área em Diadema para construir casas populares,2011-09-26T14:25:22-03:00,https://averdade.org.br/2011/09/desapropriada-area-em-diadema-para-construir-casas-populares/,
MLB realiza congresso em São Paulo,2011-09-26T14:27:14-03:00,https://averdade.org.br/2011/09/mlb-realiza-congresso-em-sao-paulo/,
Servidores de Santo André e Diadema lutam por aumento real,2011-09-26T15:11:10-03:00,https://averdade.org.br/2011/09/servidores-de-santo-andre-e-diadema-lutam-por-aumento-real/,
Justiça quer acabar com direito de greve,2012-03-13T16:04:12-03:00,https://averdade.org.br/2011/09/justica-quer-acabar-com-direito-de-greve/,
Greve na CAGEPA (PB) conquista vitórias e mostra o caminho,2011-09-26T15:10:58-03:00,https://averdade.org.br/2011/09/greve-na-cagepa-pb-conquista-vitorias-e-mostra-o-caminho/,
Greve dos ferroviários de São Paulo une categoria,2011-09-26T15:10:52-03:00,https://averdade.org.br/2011/09/greve-dos-ferroviarios-de-sao-paulo-une-categoria/,
A legislação sindical no Brasil,2012-02-03T19:41:08-03:00,https://averdade.org.br/2011/09/a-legislacao-sindical-no-brasil/,
Greve vitoriosa na Companhia de Água da Paraíba,2011-09-26T15:10:22-03:00,https://averdade.org.br/2011/09/greve-vitoriosa-na-companhia-de-agua-da-paraiba/,
Trabalhadores reivindicam divisão de lucros da Petrobras,2011-09-26T15:10:10-03:00,https://averdade.org.br/2011/09/trabalhadores-reivindicam-divisao-de-lucros-da-petrobras/,
Construção civil para em Belo Horizonte,2011-09-26T15:09:58-03:00,https://averdade.org.br/2011/09/construcao-civil-para-em-belo-horizonte/,
Trabalhadores de Suape fazem nova greve,2011-09-26T15:09:47-03:00,https://averdade.org.br/2011/09/trabalhadores-de-suape-fazem-nova-greve/,
Celia Sánchez: a flor mais autóctone da revolução,2012-03-20T23:34:28-03:00,https://averdade.org.br/2011/09/celia-sanchez-a-flor-mais-autoctone-da-revolucao/,
Como a CIA matou Che Guevara,2013-10-08T10:13:32-03:00,https://averdade.org.br/2011/09/como-a-cia-matou-che-guevara/,
Sônia Angel – Coragem e alegria dedicadas à causa revolucionária,2012-02-18T18:36:11-03:00,https://averdade.org.br/2011/09/sonia-angel-coragem-e-alegria-dedicadas-a-causa-revolucionaria/,
A vida das mulheres na sociedade socialista,2012-02-18T13:52:59-03:00,https://averdade.org.br/2011/09/a-vida-das-mulheres-na-sociedade-socialista/,
Exército Vermelho salva a humanidade do monstro nazifascista,2015-05-08T13:44:36-03:00,https://averdade.org.br/2011/09/exercito-vermelho-salva-a-humanidade-do-monstro-nazifascista/,
Che e Fidel: uma amizade revolucionária,2016-11-26T06:44:32-03:00,https://averdade.org.br/2011/09/che-e-fidel-uma-amizade-revolucionaria/,
A Revolução Mexicana de 1910,2012-03-08T10:01:22-03:00,https://averdade.org.br/2011/09/a-revolucao-mexicana-de-1910/,
A guerra contra a dominação cruel dos holandeses,2011-09-26T17:02:41-03:00,https://averdade.org.br/2011/09/a-guerra-contra-a-dominacao-cruel-dos-holandeses/,
"Paulo Wright, cristão e subversivo",2012-01-27T16:25:14-03:00,https://averdade.org.br/2011/09/paulo-wright-cristao-e-subversivo/,
Os revoltosos da Chibata,2011-09-26T17:02:32-03:00,https://averdade.org.br/2011/09/os-revoltosos-da-chibata/,
O massacre dos operários da Usiminas,2013-10-07T09:12:53-03:00,https://averdade.org.br/2011/09/o-massacre-dos-operarios-da-usiminas/,
Haiti – Primeira República Independente da América Latina,2011-09-30T17:02:39-03:00,https://averdade.org.br/2011/09/haiti-primeira-republica-independente-da-america-latina/,
Rose Nogueira e a luta da mulher contra a ditadura,2012-02-15T09:16:47-03:00,https://averdade.org.br/2011/09/rose-nogueira-e-a-luta-da-mulher-contra-a-ditadura/,
Gamal Abdel Nasser e a rebelião do povo egípcio,2012-03-20T23:35:06-03:00,https://averdade.org.br/2011/09/gamal-abdel-nasser-e-a-rebeliao-do-povo-egipcio/,
Marxista ou robô burguês?,2012-02-16T11:54:55-03:00,https://averdade.org.br/2011/09/marxista-ou-robo-burgues/,
“Lênin vive! Lênin viverá!”,2012-03-12T23:36:13-03:00,https://averdade.org.br/2011/09/lenin-vive-lenin-vivera/,
A importância da organização das mulheres,2012-02-15T09:16:19-03:00,https://averdade.org.br/2011/09/a-importancia-da-organizacao-das-mulheres/,
Nossa principal tarefa: combater junto à classe operária,2011-09-26T17:39:16-03:00,https://averdade.org.br/2011/09/nossa-principal-tarefa-combater-junto-a-classe-operaria/,
O Socialismo Científico – Parte I,2012-02-07T13:38:28-03:00,https://averdade.org.br/2011/09/o-socialismo-cientifico-parte-i/,
O Socialismo Científico – Parte II,2012-02-07T13:40:10-03:00,https://averdade.org.br/2011/09/o-socialismo-cientifico-parte-ii/,
O Socialismo Científico – Parte III,2012-02-07T13:41:10-03:00,https://averdade.org.br/2011/09/o-socialismo-cientifico-parte-iii/,
O Socialismo Científico – Parte IV,2012-02-07T13:40:41-03:00,https://averdade.org.br/2011/09/o-socialismo-cientifico-parte-iv/,
Comitê da Memória e Verdade quer julgamento de torturadores,2011-09-26T18:48:09-03:00,https://averdade.org.br/2011/09/comite-da-memoria-e-verdade-quer-julgamento-de-torturadores/,
"Maio, Nosso Maio",2011-09-28T19:56:35-03:00,https://averdade.org.br/2011/09/maio-nosso-maio/,
MLB – Ocupação Olga Benário,2011-09-28T23:24:28-03:00,https://averdade.org.br/2011/09/mlb-ocupacao-olga-benario/,
Trabalhadores da Vilma Alimentos fazem paralisação,2012-02-15T09:21:24-03:00,https://averdade.org.br/2011/09/trabalhadores-da-vilma-alimentos-fazem-paralisacao/,
CCML realiza debate sobre os cinco,2011-09-30T17:17:54-03:00,https://averdade.org.br/2011/09/ccml-realiza-debate-sobre-os-cinco/,
"Comissão da Meia Verdade, ou a volta da “conciliação nacional” de Tancredo",2011-10-06T12:49:48-03:00,https://averdade.org.br/2011/09/comissao-da-meia-verdade-ou-a-volta-da-conciliacao-nacional-de-tancredo/,
Seminário debate crise e dívidas,2011-09-30T17:33:17-03:00,https://averdade.org.br/2011/09/seminario-debate-crise-e-dividas/,
"Aos 73 anos, Brás da Cruz, comunista torturado na ditadura, continua militância",2012-04-03T01:13:42-03:00,https://averdade.org.br/2011/09/mataram-e-torturaram-em-nome-de-uma-falsa-democracia/,
Mais de 700 presos em Nova York,2011-10-06T12:49:08-03:00,https://averdade.org.br/2011/10/mais-de-700-presos-em-nova-york/,
Solenidade na FDR/UFPE é marcada por vaias à representante da ditadura militar,2011-10-06T12:49:36-03:00,https://averdade.org.br/2011/10/solenidade-na-fdrufpe-e-marcada-por-vaias-a-representante-da-ditadura-militar/,
MLC amplia participação na Diretoria do SINDJOR-PB,2011-10-05T19:47:53-03:00,https://averdade.org.br/2011/10/mlc-amplia-participacao-na-diretoria-do-sindjor-pb/,
Justiça do Trabalho reconhece Sindlimp-PA,2011-10-05T19:52:21-03:00,https://averdade.org.br/2011/10/justica-do-trabalho-reconhece-sindlimp-pa/,
Garis param em Caucaia – CE,2011-10-06T12:57:03-03:00,https://averdade.org.br/2011/10/garis-param-em-caucaia-ce/,
Pobreza nos EUA atinge maior nível desde 1993,2012-02-15T09:18:29-03:00,https://averdade.org.br/2011/10/pobreza-nos-eua-atinge-maior-nivel-desde-1993/,
Palestinos exigem na ONU reconhecimento do seu Estado,2011-10-10T08:09:58-03:00,https://averdade.org.br/2011/10/palestinos-exigem-na-onu-reconhecimento-do-seu-estado/,
Filmes perdidos da URSS,2012-02-03T12:38:03-03:00,https://averdade.org.br/2011/10/filmes-perdidos-da-urss/,
René Gonzalez é libertado nos EUA,2011-10-14T17:56:03-03:00,https://averdade.org.br/2011/10/rene-gonzalez-e-libertado-nos-eua/,
Montadora recebe subsídios para instalar fábrica,2011-10-12T17:31:22-03:00,https://averdade.org.br/2011/10/montadora-recebe-subsidios-para-instalar-fabrica/,
Plenária de A Verdade em Caruaru,2011-10-14T21:36:27-03:00,https://averdade.org.br/2011/10/plenaria-de-a-verdade-em-caruaru/,
Carta: Companheiros,2011-10-14T22:24:08-03:00,https://averdade.org.br/2011/10/carta-companheiros/,
Cartas: Exemplos,2011-10-14T21:36:06-03:00,https://averdade.org.br/2011/10/cartas-exemplos/,
Editorial: Governo cede ao agronegócio e abandona reforma agrária,2011-10-14T21:35:56-03:00,https://averdade.org.br/2011/10/editorial-governo-cede-ao-agronegocio-e-abandona-reforma-agraria/,
Mineradoras e agronegócio querem divisão do Pará,2011-10-14T22:07:33-03:00,https://averdade.org.br/2011/10/mineradoras-e-agronegocio-querem-divisao-do-para/,
Torcedores querem saída de Ricardo Teixeira,2011-10-14T21:35:26-03:00,https://averdade.org.br/2011/10/torcedores-querem-saida-de-ricardo-teixeira/,
FMI exigiu criação da Lei de Responsabilidade Fiscal,2011-10-14T21:35:24-03:00,https://averdade.org.br/2011/10/fmi-exigiu-criacao-da-lei-de-responsabilidade-fiscal/,
A verdade sobre o desemprego no Brasil,2013-01-15T23:37:24-03:00,https://averdade.org.br/2011/10/a-verdade-sobre-o-desemprego-no-brasil/,
Greve dos professores de Minas Gerais consegue vitória após 112 dias,2012-03-22T13:31:44-03:00,https://averdade.org.br/2011/10/professores-greve-consegue-vitoria-apos-112-dias-de-greve/,
Trabalhadores dos Correios lutam contra privatização e por salário digno,2011-10-14T23:52:49-03:00,https://averdade.org.br/2011/10/trabalhadores-dos-correios-lutam-contra-privatizacao-e-por-salario-digno/,
Ocupação garante vitória na UFRJ,2011-10-14T23:55:33-03:00,https://averdade.org.br/2011/10/ocupacao-garante-vitoria-na-ufrj/,
Direita é derrotada em eleição do DCE da Fumec,2011-10-14T21:33:44-03:00,https://averdade.org.br/2011/10/direita-e-derrotada-em-eleicao-do-dce-da-fumec/,
A infância de vida curta,2011-10-14T21:33:14-03:00,https://averdade.org.br/2011/10/a-infancia-de-vida-curta/,
3º Congresso do MLB mobiliza lideranças nos estados,2011-10-14T21:32:26-03:00,https://averdade.org.br/2011/10/3%c2%ba-congresso-do-mlb-mobiliza-liderancas-nos-estados/,
Lutadora Valdete Guerra é homenageada em Natal,2012-02-15T09:11:19-03:00,https://averdade.org.br/2011/10/lutadora-valdete-guerra-e-homenageada-em-natal/,
Mulheres têm menos acesso aos transplantes de órgãos,2012-02-15T09:11:08-03:00,https://averdade.org.br/2011/10/mulheres-tem-menos-acesso-aos-transplantes-de-orgaos/,
"“Os grandes monopólios, como a Warner ou a Sony Music, promovem uma arte alienante”",2011-10-14T22:05:46-03:00,https://averdade.org.br/2011/10/%e2%80%9cos-grandes-monopolios-como-a-warner-ou-a-sony-music-promovem-uma-arte-alienante%e2%80%9d/,
Negado pedido para redução da pena de Rivera,2011-10-14T22:08:21-03:00,https://averdade.org.br/2011/10/negado-pedido-para-reducao-da-pena-de-rivera/,
"David Siqueiros, um artista revolucionário",2013-01-18T09:47:53-03:00,https://averdade.org.br/2011/10/siqueiros-um-artista-revolucionario/,
Subterrâneos da Liberdade: uma trilogia de luta,2011-10-15T03:04:38-03:00,https://averdade.org.br/2011/10/subterraneos-da-liberdade-uma-trilogia-de-luta/,
História: 50 anos da Cadeia da Legalidade,2011-10-15T03:11:42-03:00,https://averdade.org.br/2011/10/historia-50-anos-da-cadeia-da-legalidade/,
Impunidade mantém violência no campo,2011-10-15T03:19:42-03:00,https://averdade.org.br/2011/10/impunidade-mantem-violencia-no-campo/,
Estudantes se mobilizam para mudar a Ubes,2011-10-15T03:22:21-03:00,https://averdade.org.br/2011/10/estudantes-se-mobilizam-para-mudar-a-ubes/,
População em situação de rua cresce em São Paulo,2011-10-15T03:24:58-03:00,https://averdade.org.br/2011/10/populacao-em-situacao-de-rua-cresce-em-sao-paulo/,
"Zoya Kosmodemyanskaya, a guerrilheira símbolo da luta contra o nazismo",2022-02-10T08:53:14-03:00,https://averdade.org.br/2011/10/zoya-kosmodemyanskaya-a-guerrilheira-simbolo-da-luta-contra-o-nazismo/,
Ernesto Che Guevara  (14/06/1928 – 8/10/1967),2012-02-15T09:34:47-03:00,https://averdade.org.br/2011/10/ernesto-che-guevara-14061928-%e2%80%93-8101967/,
MLB reafirma a luta pela libertação dos 5 patriotas em seu 3° Congresso Nacional,2011-10-25T15:22:19-03:00,https://averdade.org.br/2011/10/mlb-reafirma-a-luta-pela-libertacao-dos-5-patriotas-em-seu-3%c2%b0-congresso-nacional/,
Aúdio de Lênin discursando no Komintern,2011-10-26T00:17:48-03:00,https://averdade.org.br/2011/10/audio-de-lenin-discursando-no-komintern/,
ONU: 186 países aprovam fim de bloqueio a Cuba,2011-10-31T18:17:25-03:00,https://averdade.org.br/2011/10/onu-186-paises-aprovam-fim-de-bloqueio-a-cuba/,
Neto de Stálin processa canal de TV russo por difamação,2012-04-27T00:45:48-03:00,https://averdade.org.br/2011/10/neto-de-stalin-processa-canal-de-tv-russo-por-difamacao/,
Resolução geral da sessão plenária da CIPOML,2011-10-31T17:44:38-03:00,https://averdade.org.br/2011/10/resolucao-geral-da-sessao-plenaria-da-cipoml/,
MLC se prepara para encontro continental de sindicalistas,2011-10-31T17:57:25-03:00,https://averdade.org.br/2011/10/mlc-se-prepara-para-encontro-continental-de-sindicalistas/,
Empresa de Construção é responsabilizada: Fórum Eleitoral de Patos está condenado,2011-10-31T18:14:26-03:00,https://averdade.org.br/2011/10/empresa-de-construcao-e-responsabilizada-forum-eleitoral-de-patos-esta-condenado/,
Vidas Secas (1963),2011-10-31T18:16:26-03:00,https://averdade.org.br/2011/10/vidas-secas-1963/,
Cuba: potência no esporte,2011-11-01T16:37:09-03:00,https://averdade.org.br/2011/11/cuba-potencia-no-esporte/,
Tem dinheiro pra FIFA e não tem para a Educação!,2011-11-02T11:31:12-03:00,https://averdade.org.br/2011/11/tem-dinheiro-pra-fifa-e-nao-tem-para-a-educacao/,
Programa da CUT-AL entrevista lideranças contra o aumento das passagens,2011-11-02T21:22:43-03:00,https://averdade.org.br/2011/11/programa-da-cut-al-entrevista-liderancas/,
Jovens de extrema-direita presos na Bielorrússia ao desrespeitar estátua de Lênin,2012-02-24T21:22:42-03:00,https://averdade.org.br/2011/11/jovens-de-extrema-direita-presos-na-bielorrussia-ao-desrespeitar-estatua-de-lenin/,
Educadores contestam artigo da “Veja”,2011-11-13T20:48:32-03:00,https://averdade.org.br/2011/11/educadores-contestam-artigo-da-veja/,
Comunicado das FARC-EP,2011-11-13T20:48:20-03:00,https://averdade.org.br/2011/11/comunicado-das-farc-ep/,
EUA pode ter posicionado submarino nuclear em águas venezuelanas,2011-11-14T21:26:00-03:00,https://averdade.org.br/2011/11/eua-pode-ter-posicionado-submarino-nuclear-em-aguas-venezuelanas/,
